;Weighted;Overall;V_measure;Rand;F1;Type;Amount_senses;Cluster_Estimation
Avocat;0.3392857142857143;0.40476190476190477;0.2728658422681051;0.08333410221160145;0.44696969696969696;Noun;2;1
Bien;0.4487450152474783;0.5816326530612245;0.12892417498469627;0.09709873962436379;0.5101562152755221;Noun;3;0
Bureau;0.5425044091710758;0.6990291262135923;0.2585039275764987;0.24430670137829766;0.6621762509335325;Noun;3;0
Faculté;0.5841269841269842;0.65;0.3446130483847773;0.19900340200685926;0.6171237373737373;Noun;3;1
Filer;0.7204328686720469;0.6875;0.437478778669098;0.2924094066449075;0.715466341248173;Verb;3;0
Glace;0.1577574967405476;0.35772357723577236;0.10334309340933695;-0.05599978643663898;0.27021032166843406;Noun;5;-2
Souris;0.49382716049382713;0.6470588235294118;0.2977991402303793;0.15562202315272097;0.590614186851211;Noun;3;0
Supporter;0.6246031746031746;0.6;0.28777886132457264;0.15087200013454197;0.6043837585339561;Verb;3;0
Tirer;0.7531531531531532;0.8461538461538461;0.416075654870477;0.4474376199616123;0.8410535117056857;Verb;2;1
Tour;0.175;0.24324324324324326;0.13679131068298037;-0.012679444286743315;0.14279279279279278;Noun;5;-2
Vol;0.5216666666666666;0.6705882352941176;0.1607949817678023;0.04064823288671349;0.6395204504859072;Noun;2;1
Average_nouns;0.40786418084153675;0.5317546954174084;0.21295443991307203;0.09391674631714679;0.4849454565438543;;;
Average_verbs;0.6993963988094581;0.7112179487179487;0.3804444316213826;0.2969063422470206;0.7203012038292714;;;
Global_average;0.48737296756006077;0.5806992190448285;0.2586335285607931;0.1492775452071124;0.5491333876216953;;;
