;Weighted;Overall;V_measure;Rand;F1;Type;Amount_senses;Cluster_Estimation
Avocat;0.49107142857142855;0.6309523809523809;0.02110676368457595;-0.013479910034961661;0.5516822358927622;Noun;2;1
Bien;0.36972789115646254;0.5102040816326531;0.04319864935147942;0.02370932652008702;0.38231292517006804;Noun;3;0
Bureau;0.3529100529100529;0.5339805825242718;0.024629290392725538;-0.0041114370838780286;0.4212297734627832;Noun;3;-1
Faculté;0.34944229944229943;0.4625;0.022250198836418395;0.0008463748382150017;0.3329372731397459;Noun;3;0
Filer;0.3333333333333333;0.4895833333333333;0.0;0.0;0.3218240093240093;Verb;3;-2
Glace;0.21205273069679847;0.4634146341463415;0.028564154443512263;-0.012035238272949679;0.31307488528645006;Noun;5;-3
Souris;0.44476304261250504;0.4411764705882353;0.07194872658581591;0.05782682241519885;0.4051272682986238;Noun;3;0
Supporter;0.32142857142857145;0.4909090909090909;0.022187936288914887;-0.01526446574369897;0.33525498891352545;Verb;3;-1
Tirer;0.5031531531531532;0.7019230769230769;0.0003875222013437423;0.0038823563832217772;0.602977022977023;Verb;2;0
Tour;0.21428571428571427;0.33783783783783783;0.02859986271393863;0.0029288319974895725;0.18571561251973623;Noun;5;-3
Vol;0.4666666666666667;0.6588235294117647;0.04104642039067774;-0.048182856647880766;0.5607008760951189;Noun;2;1
Average_nouns;0.362614978292741;0.5048611896366857;0.035168008299892986;0.000937739216415038;0.39409760623316104;;;
Average_verbs;0.385971685971686;0.560805167055167;0.007525152830086209;-0.0037940364534923975;0.4200186737381859;;;
Global_average;0.3689849894779078;0.5201186380235442;0.02762904771721841;-0.00035274505719608084;0.401166988279986;;;
